concept_uuid;adamlink;straat
b9cddfa8-0f95-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/jan-pieter-heijestraat/2075;Jan Pieter Heijestraat
b9cddfa8-0f96-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/voormalige-stadstimmertuin/4827;Voormalige Stadstimmertuin
b9cddfa8-0f97-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/planciusstraat/3601;Smallepad
b9cddfa8-0f98-65bc-e053-b784100acc2c;;Westerbegraafplaats
b9cddfa8-0f99-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/kattenburgergracht/2315;Kattenburgergracht
b9cddfa8-0f9a-65bc-e053-b784100acc2c;;Hornweg
b9cddfa8-0f9b-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/ringwegwest/6584;Einsteinweg
b9cddfa8-0f9c-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/kabelweg/2257;Kabelweg
b9cddfa8-0f9d-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/transformatorweg/4502;Transformatorweg
b9cddfa8-0f9e-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/noordzeeweg/3251;Noordzeeweg
b9cddfa8-0f9f-65bc-e053-b784100acc2c;;Amerikahaven
b9cddfa8-0fa0-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/groote-braak/5959;Groote Braak
b9cddfa8-0fa1-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/basisweg/329;Basisweg
b9cddfa8-0fa2-65bc-e053-b784100acc2c;;Mercuriushaven
b9cddfa8-0fa3-65bc-e053-b784100acc2c;;Suezhaven
b9cddfa8-0fa4-65bc-e053-b784100acc2c;;Bosporushaven
b9cddfa8-0fa5-65bc-e053-b784100acc2c;;Westhaven
b9cddfa8-0fa6-65bc-e053-b784100acc2c;;Houthaven
b9cddfa8-0fa7-65bc-e053-b784100acc2c;;Minervahaven
b9cddfa8-0fa8-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/nieuwe-hemweg/3148;Nieuwe Hemweg
b9cddfa8-0fa9-65bc-e053-b784100acc2c;;Moezelhaven
b9cddfa8-0faa-65bc-e053-b784100acc2c;;Mainhaven
b9cddfa8-0fab-65bc-e053-b784100acc2c;;Beringhaven
b9cddfa8-0fac-65bc-e053-b784100acc2c;;Australiëhaven
b9cddfa8-0fad-65bc-e053-b784100acc2c;;NDSM-terrein
b9cddfa8-0fae-65bc-e053-b784100acc2c;;Spaarndammerbuurt
b9cddfa8-0faf-65bc-e053-b784100acc2c;;Staatsliedenbuurt
b9cddfa8-0fb0-65bc-e053-b784100acc2c;;Spoorwegbassin
b9cddfa8-0fb1-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/panamakade/3457;Panamakade
b9cddfa8-0fb2-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/stadsrietlanden/8210;Rietlanden
b9cddfa8-0fb3-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/verbindingsdam/4737;Verbindingsdam
b9cddfa8-0fb4-65bc-e053-b784100acc2c;;Veemarkt
b9cddfa8-0fb5-65bc-e053-b784100acc2c;;Nieuwe Houthaven
b9cddfa8-0fb6-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/danzigerkade/892;Danzigerkade
b9cddfa8-0fb7-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/hagedoornplein/1635;Hagedoornplein
b9cddfa8-0fb8-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/kattenburgerplein/2319;Kattenburgerplein
b9cddfa8-0fb9-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/halvemaansteeg/1644;Halvemaansteeg
b9cddfa8-0fba-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/reestraat/3757;Reestraat
b9cddfa8-0fbb-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/mt-ondinaweg/3061;mt. Ondinaweg
b9cddfa8-0fbc-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/groesbeekdreef/1576;Groesbeekdreef
b9cddfa8-0fbd-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/hoekenrode/1828;Hoekenrode
b9cddfa8-0fbe-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/sicilieweg/4062;Siciliëweg
b9cddfa8-0fbf-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/jacob-obrechtstraat/2018;Jacob Obrechtstraat
b9cddfa8-0fc0-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/polderweg/3637;Polderweg
b9cddfa8-0fc1-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/olympisch-stadion/3292;Olympisch Stadion
b9cddfa8-0fc2-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/james-wattstraat/2038;James Wattstraat
b9cddfa8-0fc3-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/sint-pietershalsteeg/4110;Sint Pietershalsteeg
b9cddfa8-0fc4-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/brederodestraat/600;Brederodestraat
b9cddfa8-0fc5-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/bosboom-toussaintstraat/567;Bosboom Toussaintstraat
b9cddfa8-0fc6-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/da-costakade/864;Da Costakade
b9cddfa8-0fc7-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/frederik-hendrikplantsoen/1387;Frederik Hendrikplantsoen
b9cddfa8-0fc8-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/lodewijk-tripstraat/2728;Lodewijk Tripstraat
b9cddfa8-0fc9-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/hugo-de-grootkade/1907;Hugo de Grootkade
b9cddfa8-0fca-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/hugo-de-grootplein/1908;Hugo de Grootplein
b9cddfa8-0fcb-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/derde-hugo-de-grootstraat/966;Derde Hugo de Grootstraat
b9cddfa8-0fcc-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/van-houweningenstraat/4667;Van Houweningenstraat
b9cddfa8-0fcd-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/jj-cremerplein/2146;J.J. Cremerplein
b9cddfa8-0fce-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/busken-huetstraat/684;Busken Huetstraat
b9cddfa8-0fcf-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/jj-cremerstraat/2147;J.J. Cremerstraat
b9cddfa8-0fd0-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/van-oldenbarneveldtplein/4686;Van Oldenbarneveldtkade
b9cddfa8-0fd1-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/van-oldenbarneveldtplein/4686;Van Oldenbarneveldtplein
b9cddfa8-0fd2-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/pieter-langendijkstraat/3570;Pieter Langendijkstraat
b9cddfa8-0fd3-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/staringplein/4296;Staringplein
b9cddfa8-0fd4-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/staringstraat/4297;Staringstraat
b9cddfa8-0fd5-65bc-e053-b784100acc2c;;Vinkenbuurt
b9cddfa8-0fd6-65bc-e053-b784100acc2c;;Wilhelminastraat
b9cddfa8-0fd7-65bc-e053-b784100acc2c;;Houtrijkkade
b9cddfa8-0fd8-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/de-genestetstraat/917;De Genestetstraat
b9cddfa8-0fd9-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/alexander-boersstraat/108;Alexander Boersstraat
b9cddfa8-0fda-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/bernard-kochstraat/404;Bernard Kochstraat
b9cddfa8-0fdb-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/bartholomeus-ruloffsstraat/326;Bartholomeus Ruloffsstraat
b9cddfa8-0fdc-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/cornelis-schuytstraat/826;Cornelis Schuytstraat
b9cddfa8-0fdd-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/achterweg/5717;Achterweg
b9cddfa8-0fde-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/baarsjesweg/263;Baarsjesweg
b9cddfa8-0fdf-65bc-e053-b784100acc2c;;Baarsjes
b9cddfa8-0fe0-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/bilderdijkkade/457;Bilderdijkkade
b9cddfa8-0fe1-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/spaarndammerplantsoen/4198;Spaarndammerplantsoen
b9cddfa8-0fe2-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/westerplantsoen/6330;Westerplantsoen
b9cddfa8-0fe3-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/houtmankade/1896;Houtmankade
b9cddfa8-0fe4-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/westerpark/4963;Westerpark
b9cddfa8-0fe5-65bc-e053-b784100acc2c;;Westerkanaal
b9cddfa8-0fe6-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/zaandijkstraat/5135;Zaandijkstraat
b9cddfa8-0fe7-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/wormerveerstraat/5125;Wormerveerstraat
b9cddfa8-0fe8-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/van-noordtkade/4684;Van Noordtkade
b9cddfa8-0fe9-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/weteringcircuit/4975;Weteringcircuit
b9cddfa8-0fea-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/nassauplein/3092;Nassauplein
b9cddfa8-0feb-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/korte-marnixstraat/2479;Korte Marnixstraat
b9cddfa8-0fec-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/eerste-marnixplantsoen/1192;Eerste Marnixplantsoen
b9cddfa8-0fed-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/nieuwe-passeerdersstraat/3169;Nieuwe Passeerdersstraat
b9cddfa8-0fee-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/hazenstraat/1693;Hazenstraat
b9cddfa8-0fef-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/karthuizershofje/2305;Karthuizershofje
b9cddfa8-0ff0-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/hendrik-jonkerplein/1736;Bickersplein
b9cddfa8-0ff1-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/prinseneiland/3682;Eilandsgracht
b9cddfa8-0ff2-65bc-e053-b784100acc2c;;Bickerseiland
b9cddfa8-0ff3-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/stromarkt/4341;Stroomarkt
b9cddfa8-0ff4-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/nieuwe-wagenstraat/3181;Nieuwe Wagenstraat
b9cddfa8-0ff5-65bc-e053-b784100acc2c;;Prinseneilandsgracht
b9cddfa8-0ff6-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/zoutkeetsplein/5189;Zoutkeetsplein
b9cddfa8-0ff7-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/madelievenstraat/2811;Madelievenstraat
b9cddfa8-0ff8-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/tweede-kattenburgerdwarsstraat/5736;Tweede Kattenburgerdwarsstraat
b9cddfa8-0ff9-65bc-e053-b784100acc2c;;Kattenburg
b9cddfa8-0ffa-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/mariniersplein/5750;Mariniersplein
b9cddfa8-0ffb-65bc-e053-b784100acc2c;;Wittenburgervaart
b9cddfa8-0ffc-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/alexanderkade/110;Alexanderkade
b9cddfa8-0ffd-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/alexanderplein/111;Alexanderplein
b9cddfa8-0ffe-65bc-e053-b784100acc2c;;Wertheimpark
b9cddfa8-0fff-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/rapenburgerplein/3743;Rapenburgerplein
b9cddfa8-1000-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/roelof-hartstraat/3857;Roelof Hartstraat
b9cddfa8-1001-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/saxenweimarlaan/3963;Saxen-Weimarlaan
b9cddfa8-1002-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/emmastraat/1252;Emmastraat
b9cddfa8-1003-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/veerstraat/4720;Veerstraat
b9cddfa8-1004-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/droogbak/1098;Droogbak
b9cddfa8-1005-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/prins-hendrikplantsoen/6108;Prins Hendrikplantsoen
b9cddfa8-1006-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/ramskooi/3734;Ramskooi
b9cddfa8-1007-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/ijgracht/5686;IJgracht
b9cddfa8-1008-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/houtkopersburgwal/1893;Houtkopersburgwal
b9cddfa8-1009-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/batavierdwarsstraat/5922;Batavierdwarsstraat
b9cddfa8-100a-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/vissteeg/5677;Vissteeg
b9cddfa8-100b-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/sgravenhekje/4055;s- Gravenhekje
b9cddfa8-100c-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/sgravenlandseveer/3925;s-Gravelandse Veer
b9cddfa8-100d-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/sgravenlandseveer/3925;s- Gravelandse Veer
b9cddfa8-100e-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/kanaalstraat/2278;Kanaalstraat
b9cddfa8-100f-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/centrale-groothandelsmarkt/6400;Centrale Markthallen
b9cddfa8-1010-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/rembrandtplein/3785;Botermarkt
b9cddfa8-1011-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/derde-egelantiersdwarsstraat/963;Derde Egelantiersdwarsstraat
b9cddfa8-1012-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/moreelsestraat/3040;Moreelsestraat
b9cddfa8-1013-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/reijnier-vinkeleskade/3769;Reijnier Vinkeleskade
b9cddfa8-1014-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/zandpad/5143;Zandpad
b9cddfa8-1015-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/jacob-obrechtplein/2017;Jacob Obrechtplein
b9cddfa8-1016-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/muzenplein/3075;Muzenplein
b9cddfa8-1017-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/fannius-scholtenstraat/1309;Fannius Scholtenstraat
b9cddfa8-1018-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/bestevaerstraat/423;Bestevâerstraat
b9cddfa8-1019-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/chassestraat/740;Chasséstraat
b9cddfa8-101a-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/groen-van-prinstererstraat/1563;Groen van Prinstererstraat
b9cddfa8-101b-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/van-hogendorpstraat/4666;Van Hogendorpstraat
b9cddfa8-101c-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/van-der-hoopstraat/4645;Van der Hoopstraat
b9cddfa8-101d-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/van-kinsbergenstraat/4669;Van Kinsbergenstraat
b9cddfa8-101e-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/magalhaensplein/2813;Magalhaensplein
b9cddfa8-101f-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/krommert/6151;Krommert
b9cddfa8-1020-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/van-limburg-stirumplein/4672;Van Limburg Stirumplein
b9cddfa8-1021-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/maarten-harpertszoon-trompstraat/2801;Maarten Harpertszoon Trompstraat
b9cddfa8-1022-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/marco-polostraat/2843;Marco Polostraat
b9cddfa8-1023-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/schaepmanstraat/3968;Schaepmanstraat
b9cddfa8-1024-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/shackletonstraat/4058;Shackletonstraat
b9cddfa8-1025-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/solebaystraat/4186;Solebaystraat
b9cddfa8-1026-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/van-spilbergenstraat/4698;Van Spilbergenstraat
b9cddfa8-1027-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/torresstraat/4494;Torresstraat
b9cddfa8-1028-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/witte-de-withstraat/5104;Witte de Withstraat
b9cddfa8-1029-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/hofwijckstraat/1839;Hofwijckstraat
b9cddfa8-102a-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/van-gentstraat/4657;Van Gentstraat
b9cddfa8-102b-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/de-rijpgracht/935;De Rijpgracht
b9cddfa8-102c-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/kijkduinstraat/2372;Kijkduinstraat
b9cddfa8-102d-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/marieken-van-nimwegenstraat/2856;Marieken van Nimwegenstraat
b9cddfa8-102e-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/bartholomeus-diazstraat/324;Bartholomeus Diazstraat
b9cddfa8-102f-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/aalsmeerweg/10;Aalsmeerweg
b9cddfa8-1030-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/bernard-loderstraat/406;Bernard Loderstraat
b9cddfa8-1031-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/sloterweg/4151;Sloterweg
b9cddfa8-1032-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/warmondstraat/4884;Warmondstraat
b9cddfa8-1033-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/rijnsburgstraat/3825;Rijnsburgstraat
b9cddfa8-1034-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/osdorperweg/3370;Osdorperweg
b9cddfa8-1035-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/gerrit-van-der-veenstraat/1497;Euterpestraat
b9cddfa8-1036-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/gerrit-van-der-veenstraat/1497;Gerrit van der Veenstraat
b9cddfa8-1037-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/herculesstraat/1766;Herculesstraat
b9cddfa8-1038-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/jekerstraat/2127;Jekerstraat
b9cddfa8-1039-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/hygieaplein/1927;Hygiëaplein
b9cddfa8-103a-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/jozef-israelskade/2240;Jozef Israëlskade
b9cddfa8-103b-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/kalfjeslaan/2264;Kalfjeslaan
b9cddfa8-103c-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/merwedeplein/2951;Merwedeplein
b9cddfa8-103d-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/michelangelostraat/2969;Michelangelostraat
b9cddfa8-103e-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/minervalaan/2992;Minervalaan
b9cddfa8-103f-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/de-mirandalaan/932;De Mirandalaan
b9cddfa8-1040-65bc-e053-b784100acc2c;;Amstelkanaal
b9cddfa8-1041-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/olympiaweg/3291;Olympiaweg
b9cddfa8-1042-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/roerstraat/3861;Roerstraat
b9cddfa8-1043-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/uithoornstraat/4597;Uithoornstraat
b9cddfa8-1044-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/vrijheidslaan/4847;Amstellaan
b9cddfa8-1045-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/ijselstraat/1950;IJselstraat
b9cddfa8-1046-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/waalstraat/4858;Waalstraat
b9cddfa8-1047-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/biesboschstraat/447;Biesboschstraat
b9cddfa8-1048-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/jasonstraat/2116;Jasonstraat
b9cddfa8-1049-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/schipbeekstraat/4004;Schipbeekstraat
b9cddfa8-104a-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/henriette-ronnerplein/1761;Henriëtte Ronnerplein
b9cddfa8-104b-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/akkerstraat/85;Akkerstraat
b9cddfa8-104c-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/archimedesweg/211;Archimedesweg
b9cddfa8-104d-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/brink/614;Brink
b9cddfa8-104e-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/linnaeuskade/2711;Linnaeuskade
b9cddfa8-104f-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/laplacestraat/2622;Laplacestraat
b9cddfa8-1050-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/linnaeusparkweg/2713;Linnaeusparkweg
b9cddfa8-1051-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/newtonstraat/3112;Newtonstraat
b9cddfa8-1052-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/pythagorasstraat/3719;Pythagorasstraat
b9cddfa8-1053-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/ringdijk/3831;Ringdijk
b9cddfa8-1054-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/willem-beukelsstraat/5038;Willem Beukelsstraat
b9cddfa8-1055-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/tweede-van-der-helststraat/4576;Tweede Van der Helststraat
b9cddfa8-1056-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/eerste-van-der-helststraat/1201;Eerste Van der Helststraat
b9cddfa8-1057-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/frans-halsstraat/1378;Frans Halsstraat
b9cddfa8-1058-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/henrick-de-keijserplein/1757;Henrick de Keijserplein
b9cddfa8-1059-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/van-hilligaertstraat/4664;Van Hilligaertstraat
b9cddfa8-105a-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/honthorststraat/1866;Honthorststraat
b9cddfa8-105b-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/pijnackerstraat/3589;Pijnackerstraat
b9cddfa8-105c-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/eerste-sweelinckstraat/1199;Eerste Sweelinckstraat
b9cddfa8-105d-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/willem-passtoorsstraat/5061;Willem Passtoorsstraat
b9cddfa8-105e-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/saffierstraat/3932;Saffierstraat
b9cddfa8-105f-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/saenredamstraat/3931;Saenredamstraat
b9cddfa8-1060-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/westerdokskade/4952;Westerdokskade
b9cddfa8-1061-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/taanstraat/4371;Taanstraat
b9cddfa8-1062-65bc-e053-b784100acc2c;;Oostelijk Havengebied
b9cddfa8-1063-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/kometensingel/2436;Kometensingel
b9cddfa8-1064-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/maanstraat/2798;Maanstraat
b9cddfa8-1065-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/nieuwe-maanstraat/3162;Nieuwe Maanstraat
b9cddfa8-1066-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/orionplantsoen/3356;Orionplantsoen
b9cddfa8-1067-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/vegastraat/4722;Vegastraat
b9cddfa8-1068-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/saturnusstraat/3958;Saturnusstraat
b9cddfa8-1069-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/wanningstraat/4878;Wanningstraat
b9cddfa8-106a-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/zeilstraat/5159;Zeilstraat
b9cddfa8-106b-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/lomanstraat/2741;Lomanstraat
b9cddfa8-106c-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/daniel-de-langestraat/886;Daniël de Langestraat
b9cddfa8-106d-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/ambonplein/126;Ambonplein
b9cddfa8-106e-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/tweede-atjehstraat/4543;Tweede Atjehstraat
b9cddfa8-106f-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/eerste-atjehstraat/1167;Eerste Atjehstraat
b9cddfa8-1070-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/beukenplein/428;Beukenplein
b9cddfa8-1071-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/boniplein/536;Boniplein
b9cddfa8-1072-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/commelinstraat/790;Commelinstraat
b9cddfa8-1073-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/dapperplein/893;Dapperplein
b9cddfa8-1074-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/insulindeweg/1969;Insulindeweg
b9cddfa8-1075-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/sgravesandeplein/4056;s- Gravesandeplein
b9cddfa8-1076-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/javaplantsoen/2120;Javaplantsoen
b9cddfa8-1077-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/kastanjeplein/2309;Kastanjeplein
b9cddfa8-1078-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/kraaipanstraat/2519;Kraaipanstraat
b9cddfa8-1079-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/kramatweg/2525;Kramatweg
b9cddfa8-107a-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/madurastraat/2812;Madurastraat
b9cddfa8-107b-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/oosterspoorplein/3330;Oosterspoorplein
b9cddfa8-107c-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/niasstraat/3113;Niasstraat
b9cddfa8-107d-65bc-e053-b784100acc2c;;Oude Oosterbegraafplaats
b9cddfa8-107e-65bc-e053-b784100acc2c;https://adamlink.nl/geo/street/padangstraat/3443;Padangstraat
